loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defectd
368,46,0.3,4,7,93,5,5,0.7,56,13,6,395,39,62,104,30,34,86,49,14,0
698,10,0.33,4.4,2,94,6,2,0.7,100,12,9,84,29,79,497,28,26,150,54,17,0
490,39,0.24,3.4,7,56,7,4,0.8,143,5,5,398,47,86,396,35,42,96,45,11,0
942,31,0.15,4.5,5,109,5,4,0.8,53,9,9,332,49,51,428,21,34,106,85,11,0
753,25,0.19,4.5,3,56,6,5,0.6,100,13,7,225,10,35,280,29,36,138,59,5,0
480,47,0.13,5.2,4,116,7,2,0.6,101,10,10,152,31,70,489,26,50,92,62,6,0
210,46,0.37,4.1,7,40,7,4,0.9,71,14,10,152,42,95,235,17,35,71,64,17,0
791,50,0.22,4.8,5,60,10,2,0.9,140,10,9,205,12,79,405,20,49,137,82,16,0
339,44,0.21,4.7,2,46,5,4,0.8,60,14,8,264,46,93,105,17,33,124,99,8,0
582,48,0.12,5.9,7,109,8,4,0.6,90,8,5,98,45,37,125,30,54,70,55,14,0
125,24,0.48,5.7,3,68,8,2,0.9,108,13,8,164,50,41,318,27,50,89,77,14,0
734,32,0.45,5.9,2,34,6,5,1,123,14,5,371,40,51,278,17,59,98,82,19,0
674,29,0.23,4.2,5,51,7,2,0.6,81,12,10,141,13,20,453,27,33,115,95,7,0
435,28,0.16,3.5,2,116,10,4,1,131,13,7,179,50,83,331,26,53,143,83,20,0
724,46,0.26,3.4,3,90,5,3,0.8,122,12,10,399,39,63,402,31,43,71,80,13,0
326,18,0.3,4.1,7,76,10,2,0.7,103,7,5,195,48,39,156,32,44,86,69,8,0
763,34,0.49,5.5,4,105,7,4,0.8,108,11,7,111,14,75,183,34,34,82,81,6,0
164,43,0.14,5.5,2,67,9,5,0.6,137,6,9,175,48,63,482,26,41,78,41,18,0
750,25,0.21,3.5,7,53,9,3,1,49,14,7,191,15,84,177,23,53,108,73,19,0
943,16,0.5,3.4,5,75,8,2,0.8,47,11,7,376,50,37,287,19,34,113,97,13,0
575,30,0.19,4.5,6,35,6,5,0.7,140,14,9,162,32,37,110,16,33,82,73,18,0
817,43,0.18,2.9,6,38,4,5,0.6,84,12,8,371,43,86,449,17,31,128,47,10,0
409,47,0.2,2.8,3,81,4,4,0.5,134,6,7,115,45,25,256,18,46,108,90,8,0
764,22,0.14,5.4,7,77,7,3,0.6,56,11,6,232,23,74,491,27,45,130,74,5,0
518,33,0.29,4.4,7,87,5,5,0.6,104,13,9,370,26,56,492,28,35,106,82,6,0
219,39,0.14,3.2,2,76,8,3,0.9,115,12,5,299,32,40,487,16,36,65,100,12,0
243,16,0.16,5,5,76,9,3,0.8,77,12,5,317,21,22,239,32,40,132,52,18,0
146,19,0.29,4.3,4,70,9,3,0.6,48,10,10,200,26,59,306,16,47,104,100,19,0
138,37,0.42,4.2,4,90,6,4,0.6,92,9,6,189,30,44,111,23,32,106,49,13,0
411,36,0.37,4.9,5,68,10,4,1,144,6,10,124,27,51,270,21,52,102,45,15,0
604,15,0.17,2.2,4,96,5,2,0.6,124,6,5,101,36,75,243,33,43,123,84,20,0
218,15,0.17,2.2,3,78,8,3,0.7,128,13,9,286,39,39,252,25,32,144,98,7,0
199,13,0.11,2.8,5,57,9,3,0.6,110,9,10,91,41,37,170,26,48,70,99,16,0
340,37,0.16,4.1,4,111,9,3,0.6,142,12,9,86,31,33,396,30,44,93,81,16,0
650,18,0.14,5.3,4,49,9,4,0.5,94,11,5,378,19,55,322,18,37,72,65,20,0
238,40,0.3,5.5,7,101,6,2,0.8,142,7,7,283,15,98,182,20,36,89,78,15,0
497,23,0.43,2.8,3,39,8,3,0.8,69,14,5,159,10,56,287,15,30,62,77,20,0
564,38,0.31,2.5,7,31,10,2,0.7,49,12,10,125,43,24,370,35,51,125,100,19,0
479,14,0.17,4.4,6,117,10,2,0.9,104,15,9,265,21,75,130,18,54,125,93,11,0
786,33,0.35,5.3,7,115,10,3,0.8,85,9,8,378,16,95,440,15,44,128,55,7,0
860,43,0.2,3.2,7,93,4,5,0.6,87,14,7,218,47,90,378,16,35,126,69,7,0
813,35,0.47,2.6,3,115,4,5,0.9,56,9,8,356,16,86,268,18,43,86,91,17,0
653,47,0.27,4.8,3,30,8,2,0.5,124,14,8,97,28,48,353,29,60,104,93,5,0
529,45,0.33,5.5,6,73,8,2,0.8,80,12,7,244,23,64,324,23,42,66,84,14,0
701,43,0.24,4.3,5,80,10,3,0.7,93,14,6,345,44,36,358,31,58,60,48,7,0
860,35,0.43,5,5,37,8,3,1,98,6,7,302,11,21,191,22,47,109,77,19,0
844,26,0.41,3,7,73,8,3,1,88,11,9,380,21,23,313,22,55,105,72,16,0
258,47,0.37,5.1,6,70,7,4,0.8,130,6,7,134,11,79,359,17,41,126,46,15,0
524,41,0.28,2.2,4,91,7,3,1,102,12,5,395,44,89,391,33,59,85,78,10,0
770,50,0.4,4.4,2,56,9,3,0.8,109,6,9,244,49,68,348,16,38,93,58,19,0
201,37,0.45,5.7,4,96,9,4,0.9,96,5,6,273,36,86,166,28,32,122,57,9,0
953,38,0.19,2.7,7,110,8,2,0.9,118,7,8,203,40,81,149,34,33,105,93,15,0
601,41,0.43,4.1,2,66,5,5,0.9,124,12,7,373,17,43,183,27,58,111,47,6,0
730,36,0.2,2.6,5,44,10,3,0.6,40,11,7,182,49,24,391,18,36,115,43,17,0
517,20,0.15,5.6,5,36,9,5,0.5,81,15,10,337,16,48,281,31,57,137,84,20,0
386,19,0.31,3.2,6,103,6,4,0.6,134,8,6,290,47,41,376,33,42,70,98,6,0
133,42,0.32,6,6,81,9,2,0.7,78,5,5,254,16,32,428,25,54,67,95,6,0
806,18,0.5,3.2,2,30,10,4,0.7,55,14,8,134,36,55,108,24,57,125,85,14,0
479,41,0.26,3.6,4,33,6,5,0.6,50,5,10,280,13,51,174,34,38,99,62,19,0
322,39,0.24,2.8,4,85,9,2,0.8,94,6,5,97,47,66,156,21,25,123,77,10,0
554,18,0.33,2.3,7,78,4,3,1,125,15,7,211,17,100,212,18,28,70,76,6,0
555,42,0.28,5.5,5,44,6,3,0.9,135,10,10,352,18,62,413,32,55,70,87,8,0
341,43,0.4,3.4,2,82,4,5,0.8,88,12,5,286,34,63,273,17,38,119,90,14,0
975,17,0.3,2.8,7,116,10,2,0.8,116,8,8,375,45,29,389,17,37,69,62,13,0
471,23,0.38,2.2,4,38,6,4,0.8,51,5,7,138,46,98,404,16,35,119,41,12,0
201,39,0.32,2.3,4,114,8,2,0.5,51,9,8,162,38,91,125,28,44,87,58,14,0
802,40,0.35,2.9,5,73,4,5,0.6,85,10,10,393,31,37,129,26,60,113,54,19,0
476,12,0.26,2.8,7,54,6,2,0.9,66,7,5,106,25,36,252,27,40,64,85,14,0
657,20,0.47,5.2,5,40,8,4,0.6,76,8,7,299,47,28,370,35,55,150,63,17,0
760,45,0.15,3.2,2,86,10,3,0.8,42,6,8,248,30,100,330,31,31,83,52,12,0
467,33,0.29,3.8,5,78,7,4,1,121,14,7,355,23,74,450,27,43,135,99,8,0
162,17,0.12,4.1,5,81,9,4,0.9,80,6,9,171,18,83,295,19,41,134,50,5,0
507,48,0.44,4.7,6,32,5,3,0.8,58,8,9,357,20,42,274,17,29,82,41,11,0
382,36,0.3,2.4,6,118,6,4,0.8,138,9,10,172,40,71,173,26,53,102,96,15,0
294,17,0.46,2.2,4,51,9,2,0.9,78,15,8,137,11,44,103,22,26,142,75,8,0
225,17,0.31,6,2,67,8,3,0.6,57,8,10,130,45,39,200,26,58,92,70,19,0
968,33,0.42,5,6,67,7,4,0.8,94,12,7,193,37,61,251,25,25,67,66,13,0
943,46,0.44,3.4,3,118,6,4,1,147,10,8,260,32,27,472,19,36,95,87,17,0
565,28,0.11,4.2,5,77,6,4,1,117,12,6,399,42,44,473,25,37,127,94,14,0
193,12,0.41,4.7,7,78,5,5,0.8,138,9,6,142,20,41,329,26,46,67,90,17,0
778,43,0.25,3.3,3,106,10,4,0.9,119,11,8,283,39,60,472,20,50,143,51,10,0
317,19,0.16,3.8,5,89,6,5,0.9,92,12,8,133,15,23,284,34,30,82,86,18,0
757,17,0.36,5,4,119,10,4,0.7,124,11,5,179,23,82,261,15,29,63,41,19,0
754,33,0.17,4.8,5,105,6,3,0.8,114,11,10,287,25,42,466,28,55,102,86,11,0
711,29,0.19,2.9,7,41,5,3,0.8,140,10,5,257,36,82,135,35,39,85,99,11,0
121,33,0.24,5.2,2,95,7,3,0.5,95,9,8,330,40,29,441,34,25,99,97,14,0
151,29,0.37,3.3,4,40,10,2,1,112,7,8,87,37,87,453,21,52,73,66,15,0
905,28,0.13,5.5,6,67,6,4,0.9,97,5,5,245,47,24,348,28,47,134,55,12,0
441,41,0.26,2.5,4,57,8,2,0.9,92,14,7,378,33,95,429,17,25,108,44,16,0
349,11,0.45,4.2,4,59,8,3,1,106,13,8,228,17,87,190,22,47,68,80,12,0
228,19,0.25,5.9,2,118,7,2,0.9,94,11,5,360,47,52,218,35,33,66,90,11,0
905,19,0.41,4.4,7,79,4,4,0.6,118,11,6,167,29,73,121,22,40,94,68,9,0
678,47,0.32,2.4,5,109,9,2,0.8,140,11,8,386,49,96,485,28,32,96,76,18,0
310,36,0.28,3.6,2,87,4,2,0.7,113,9,9,165,17,95,220,17,28,125,86,7,0
170,13,0.14,4.5,2,72,7,4,0.8,144,10,10,393,46,82,113,23,39,86,97,17,0
949,29,0.21,5.6,3,88,7,4,1,41,5,10,347,46,96,160,22,32,138,48,20,0
883,28,0.33,3.1,3,72,9,3,0.9,46,12,7,211,49,45,459,34,56,119,48,5,0
667,23,0.39,2.6,6,76,8,4,0.7,99,5,10,312,36,98,374,17,39,143,64,10,0
312,21,0.31,3.7,4,63,8,2,0.7,111,12,5,361,28,88,463,21,27,64,45,8,0
700,41,0.41,4.7,5,80,9,5,0.8,62,8,7,179,50,38,116,29,37,68,89,8,0
321,10,0.17,5.7,3,32,7,3,0.9,104,6,9,255,43,87,199,19,40,139,83,12,0
932,17,0.49,5.7,3,79,7,3,0.5,143,13,9,84,17,25,333,35,33,87,48,6,0
990,45,0.16,5.2,3,101,5,4,0.9,55,6,10,133,49,41,320,34,58,76,58,8,0
338,32,0.33,2.1,4,54,5,2,0.5,91,9,8,288,17,62,151,26,37,83,69,6,0
436,14,0.49,5.9,4,64,5,4,0.7,145,9,5,380,50,73,361,24,51,119,41,16,0
892,12,0.4,5.7,2,53,5,2,0.6,41,7,5,195,30,37,327,17,30,61,82,7,0
251,36,0.48,5,6,83,9,4,0.9,73,6,5,388,48,71,373,27,44,144,90,11,0
907,40,0.32,5.9,3,32,7,3,0.9,54,5,8,203,41,36,160,15,60,136,70,5,0
710,46,0.31,3.5,4,77,6,5,0.9,137,7,6,183,41,49,417,32,29,146,69,9,0
102,29,0.37,4.5,5,54,10,3,0.8,71,15,7,300,42,76,417,24,53,84,84,7,0
383,46,0.19,2.1,6,60,7,3,0.8,103,5,8,131,15,70,248,19,35,89,50,19,0
979,38,0.35,5.6,5,97,9,3,0.7,115,14,10,244,26,40,300,15,51,149,54,11,0
248,31,0.32,5.6,2,99,9,2,0.6,150,5,10,369,35,93,311,24,45,96,63,10,0
233,34,0.41,5.4,6,50,4,3,1,130,15,10,103,33,68,238,18,28,79,93,16,0
653,40,0.45,4.9,3,110,10,3,0.9,122,6,9,315,45,61,298,16,42,61,69,15,0
356,48,0.48,4.5,2,69,6,5,0.6,94,11,9,172,49,60,441,29,37,115,41,8,0
917,18,0.15,2.6,3,107,5,4,0.8,74,12,5,303,39,87,316,33,57,63,63,14,0
278,18,0.47,3,7,120,5,4,0.5,125,9,7,296,23,30,341,24,36,72,60,9,0
212,42,0.44,5.2,7,105,4,5,0.8,45,9,10,325,39,83,412,20,43,83,57,12,0
776,50,0.42,2.5,5,85,4,4,0.7,77,8,8,115,32,56,447,26,34,62,71,12,0
987,39,0.48,4.1,6,105,5,2,0.7,112,11,7,290,12,39,160,33,40,135,47,18,0
126,38,0.38,3.7,5,81,7,3,0.5,145,6,6,149,39,54,484,32,47,63,99,19,0
234,38,0.19,4,7,78,4,3,0.9,101,14,10,241,11,53,203,27,35,76,84,14,0
115,19,0.44,2.5,4,36,5,2,0.8,45,8,7,277,10,34,374,25,40,62,58,18,0
466,30,0.27,4.7,6,99,7,2,1,66,10,8,158,40,71,486,24,57,101,53,7,0
908,15,0.39,4.5,7,120,10,4,1,110,8,5,273,43,66,109,18,41,146,94,5,0
907,49,0.39,4,5,117,6,3,0.9,70,13,9,301,21,84,133,30,29,142,92,8,0
343,49,0.2,5.7,6,44,9,4,0.9,79,10,10,262,43,68,143,31,28,128,96,6,0
702,36,0.49,3.6,5,95,4,5,0.7,52,13,6,325,17,51,251,25,59,145,55,18,0
431,34,0.36,4.6,6,89,10,3,0.8,40,7,7,353,47,59,365,27,32,87,97,18,0
116,24,0.22,3.5,4,70,10,5,1,70,9,5,132,41,54,434,35,27,140,62,6,0
278,35,0.34,4.5,6,96,7,4,0.6,48,5,5,277,31,82,158,17,41,96,92,15,0
371,31,0.44,5.1,5,101,10,2,0.9,52,11,5,268,48,89,228,23,48,79,99,6,0
153,44,0.34,5.8,6,34,7,3,0.9,49,13,10,315,47,51,163,32,56,150,77,18,0
229,12,0.32,2.1,6,66,10,3,0.9,87,10,6,224,18,43,413,25,36,130,81,8,0
859,38,0.13,2.8,7,43,10,4,0.6,85,13,5,271,50,71,189,26,38,73,70,9,0
531,27,0.13,3.1,6,67,8,5,0.7,102,13,6,342,22,41,292,31,52,92,72,10,0
638,15,0.24,4.3,5,111,7,4,0.6,136,14,9,91,10,53,429,28,40,111,43,16,0
216,20,0.35,5.7,7,32,10,2,1,121,15,9,154,26,97,106,27,44,96,82,15,0
863,11,0.3,2.3,3,54,9,3,0.7,150,8,9,337,36,96,216,33,55,68,56,13,0
165,46,0.48,2,2,83,7,4,0.9,101,13,10,146,31,28,345,19,26,81,55,13,0
587,50,0.4,3.4,6,58,9,2,0.9,46,6,7,221,44,59,367,34,45,142,100,16,0
559,29,0.11,2.9,5,69,8,4,0.7,48,15,7,103,42,52,169,17,56,83,50,8,0
896,45,0.36,4.6,3,97,5,5,0.6,108,8,10,150,37,44,483,21,26,70,100,20,0
470,17,0.14,4.5,2,86,10,2,0.9,68,10,7,131,23,27,350,31,36,67,57,10,0
625,45,0.47,5.7,4,63,8,3,0.7,41,7,9,96,46,29,289,25,57,111,56,14,0
707,15,0.19,5.8,3,72,9,2,0.5,127,9,5,122,25,59,449,34,57,88,69,16,0
211,22,0.32,3.4,5,43,4,2,0.8,124,11,8,383,15,44,310,20,53,74,73,6,0
562,49,0.28,2.5,7,47,6,4,1,100,7,6,169,21,90,452,15,36,112,100,12,0
615,44,0.29,2.5,2,79,4,2,1,104,9,8,177,29,83,109,23,35,146,71,14,0
326,46,0.32,4.5,4,45,6,5,0.7,79,12,8,318,44,73,492,22,60,91,42,12,0
729,13,0.49,2.2,7,102,6,3,0.7,118,5,10,104,38,48,357,31,52,121,80,15,0
144,46,0.17,2.8,3,60,5,4,0.7,42,7,6,157,11,71,213,25,33,106,71,12,0
844,43,0.47,2.6,5,87,10,2,0.7,104,6,5,295,49,58,397,22,59,95,79,20,0
902,22,0.28,2.2,6,108,8,2,0.6,63,15,10,280,40,78,147,16,45,79,94,16,0
987,40,0.25,4.6,3,37,7,5,0.6,136,12,6,373,21,73,355,34,41,102,56,15,0
774,42,0.13,3.9,3,51,9,5,0.9,72,12,9,133,12,59,415,27,35,138,72,8,0
633,11,0.35,5.4,4,50,8,2,0.6,84,5,6,386,35,50,221,16,49,134,81,20,0
408,17,0.39,4.2,6,113,9,5,0.8,88,7,7,139,43,93,182,30,47,91,78,10,0
569,44,0.37,4.5,7,107,4,2,0.8,41,10,5,267,44,21,346,21,52,74,83,20,0
758,21,0.28,4.9,2,56,4,2,0.7,127,8,7,329,14,62,350,20,37,121,92,14,0
131,11,0.34,3,5,32,7,2,0.8,147,13,8,166,28,82,304,32,39,66,82,6,0
162,27,0.3,2.8,4,106,8,3,0.7,130,8,6,279,39,59,166,26,45,127,96,20,0
590,23,0.32,3.9,3,112,10,2,0.7,119,15,5,254,48,100,366,34,39,97,64,6,0
967,25,0.44,2.5,3,118,4,5,0.7,77,11,5,161,42,100,189,18,32,106,41,18,0
511,47,0.33,4.4,2,67,5,3,0.9,69,14,8,129,28,55,283,30,32,72,97,18,0
536,38,0.27,2.4,2,67,10,4,0.8,59,12,7,186,22,64,243,28,36,79,60,16,0
802,15,0.3,3.3,3,57,4,5,0.6,43,12,7,302,16,92,404,26,57,100,65,6,0
210,44,0.44,5.6,5,38,7,3,0.9,55,14,10,256,21,42,336,21,26,74,71,5,0
602,48,0.43,5.2,4,117,6,3,0.9,65,6,10,161,35,44,413,20,59,135,58,6,0
829,30,0.15,3.3,5,50,10,2,0.5,45,5,8,214,28,47,158,34,46,132,92,8,0
554,35,0.31,6,6,40,4,4,0.7,59,14,5,186,40,49,499,21,44,150,65,20,0
175,47,0.18,5.5,7,55,4,4,0.9,141,14,6,370,25,75,326,34,55,68,50,8,0
182,12,0.5,5.2,2,65,4,3,0.8,145,7,10,232,45,52,157,25,28,96,76,20,0
429,41,0.12,2.1,2,71,7,3,0.7,141,15,8,184,37,30,457,22,53,93,77,15,0
722,11,0.36,5.7,5,72,8,5,0.6,56,7,8,250,43,95,466,15,46,99,41,14,0
251,31,0.23,5.7,5,86,10,4,0.9,65,5,5,298,42,24,122,22,36,142,75,20,0
167,37,0.31,5.8,3,107,10,3,0.6,112,13,7,357,10,97,455,20,25,112,53,11,0
229,21,0.26,3.6,2,108,8,2,0.7,138,14,5,209,45,46,429,18,30,139,86,5,0
381,36,0.17,5.2,6,106,9,5,0.9,121,11,8,90,16,78,313,35,52,85,95,17,0
739,11,0.35,2.2,2,33,4,4,0.6,71,14,6,99,18,20,228,15,25,128,88,16,0
748,43,0.19,4.2,6,35,6,3,0.9,123,10,5,286,36,51,275,28,57,107,86,14,0
699,30,0.12,2.7,6,90,6,5,0.6,84,13,10,256,15,20,140,35,48,86,97,16,0
661,34,0.21,5.7,5,53,8,2,0.7,74,7,9,355,43,64,470,34,32,109,52,10,0
829,26,0.11,2.7,3,73,6,3,0.9,46,15,8,274,10,21,434,32,40,61,100,18,0
432,15,0.46,2.1,5,81,8,3,0.7,71,10,10,119,39,30,198,32,28,109,82,6,0
490,17,0.24,5.1,7,79,5,4,0.5,87,6,6,252,46,25,107,16,45,143,91,20,0
711,16,0.5,5.4,7,101,10,2,0.8,97,12,5,339,12,70,252,16,59,78,88,10,0
643,44,0.25,5.5,2,92,8,2,0.7,50,9,8,208,12,29,347,15,32,115,81,14,0
401,20,0.35,3.1,6,46,9,2,0.9,69,14,10,197,38,32,437,33,45,113,93,6,0
564,28,0.37,5.8,4,61,5,3,0.6,149,6,9,254,38,42,347,15,59,150,55,8,0
617,19,0.33,3.6,7,37,10,4,0.8,65,9,8,366,29,88,105,18,42,81,99,8,0
719,21,0.11,5.9,4,78,5,3,0.9,137,10,7,140,43,98,323,30,54,80,100,14,0
540,26,0.15,5.9,3,112,10,5,0.6,111,10,9,237,32,62,323,18,31,100,85,10,0
201,15,0.21,2.2,5,56,6,4,0.6,73,14,9,396,16,32,313,25,52,131,59,15,0
912,19,0.32,4.3,2,83,6,2,0.6,72,7,8,112,12,68,184,16,29,61,56,18,0
818,29,0.41,3,5,74,6,3,0.8,102,10,5,338,14,93,272,21,59,63,75,6,1
217,36,0.24,2.3,3,87,6,4,1,60,8,7,351,38,78,365,26,38,74,42,7,1
973,20,0.25,4,3,97,7,2,0.6,120,9,6,153,30,86,223,34,51,100,90,20,1
770,13,0.2,4.9,3,55,6,2,0.6,99,11,9,230,16,32,220,29,58,76,92,11,1
766,49,0.47,4,2,86,5,3,0.8,110,5,8,185,37,75,437,29,35,72,88,7,1
998,30,0.26,3.7,5,119,5,3,0.5,49,10,8,303,39,85,402,29,25,125,67,10,1
887,21,0.34,5.9,3,39,5,5,0.7,56,13,10,328,34,72,438,32,38,73,82,11,1
664,11,0.18,3,4,112,5,4,0.5,141,15,10,261,45,56,205,18,52,83,80,13,1
838,13,0.24,2.1,5,117,4,2,0.6,54,6,10,364,25,79,120,16,49,103,80,5,1
986,29,0.43,5.6,5,77,6,5,0.8,116,6,5,97,28,37,227,27,37,97,58,18,1
320,34,0.22,3.3,3,43,9,4,0.5,89,14,10,102,18,25,325,15,44,107,56,9,1
540,16,0.36,5.4,7,36,8,5,0.9,123,10,5,279,34,89,454,35,46,94,64,8,1
562,30,0.35,3.7,7,66,8,4,0.6,131,7,9,291,49,29,285,24,40,132,92,12,1
333,19,0.15,2.5,4,42,6,3,0.7,145,8,9,160,10,78,211,20,32,133,89,9,1
523,36,0.31,4.1,5,60,6,3,0.9,80,11,8,165,25,36,284,28,51,108,74,8,1
447,30,0.33,4,5,81,10,4,0.9,121,6,8,329,33,37,276,27,37,141,72,6,1
947,26,0.21,4,4,92,4,2,0.8,146,8,9,333,46,41,168,29,36,74,85,14,1
564,34,0.26,4,5,88,5,2,0.8,141,12,5,123,15,46,267,27,29,94,53,10,1
508,17,0.45,4.9,6,91,8,3,0.9,129,12,10,159,14,31,271,17,32,63,74,7,1
525,13,0.45,3.5,7,78,10,5,1,101,10,5,134,13,66,326,29,35,94,87,17,1
847,22,0.18,3.7,4,92,10,4,0.7,69,8,5,85,15,68,276,17,45,126,65,12,1
197,25,0.48,5.9,3,107,8,3,0.6,145,9,5,164,27,86,108,33,45,94,90,13,1
420,48,0.47,5.9,6,76,8,2,0.6,87,7,6,104,15,80,405,21,59,72,96,5,1
537,47,0.47,4.5,6,104,6,4,0.7,50,9,6,330,30,58,226,24,59,105,90,14,1
420,25,0.24,3,4,114,9,3,0.9,81,10,5,235,20,36,304,15,33,141,64,9,1
781,41,0.17,2.8,2,118,4,4,0.8,124,14,6,205,10,45,416,15,35,85,95,18,1
361,42,0.13,4.6,2,112,7,2,0.5,76,6,7,144,24,37,473,20,58,60,50,11,1
483,42,0.37,2.2,4,55,7,5,0.9,112,7,9,125,42,89,172,35,53,61,79,5,1
256,34,0.23,4.6,2,46,8,3,0.6,88,10,5,108,42,34,295,35,42,84,44,19,1
803,17,0.31,5.5,7,46,8,4,0.9,46,8,6,255,19,36,457,34,46,91,64,13,1
585,27,0.24,2.6,2,64,5,4,0.9,126,11,7,301,46,86,418,20,46,122,56,19,1
168,13,0.5,4.4,3,106,5,5,0.6,89,13,8,394,20,44,447,22,41,113,79,19,1
193,30,0.29,5.5,7,79,4,5,0.5,95,10,7,96,36,33,239,24,40,137,74,14,1
951,39,0.47,6,3,91,5,3,0.7,47,13,5,140,31,84,104,19,45,77,70,17,1
187,45,0.24,5.2,5,57,8,5,0.9,97,11,5,306,38,53,380,25,28,137,68,14,1
195,36,0.17,5.5,3,89,4,5,0.7,130,15,10,133,17,57,492,22,51,94,100,5,1
542,14,0.33,4.2,2,40,6,3,0.5,95,9,9,284,35,60,499,19,58,142,100,17,1
198,40,0.26,2,3,105,7,3,0.9,92,8,10,216,19,68,482,20,34,96,50,17,1
862,11,0.34,3.1,3,83,8,2,0.9,74,8,10,269,14,92,381,23,50,135,51,10,1
856,36,0.45,5.3,4,90,6,4,0.9,102,6,5,219,23,56,153,23,56,106,49,11,1
481,50,0.19,3.1,6,70,8,4,0.8,51,6,9,228,10,38,179,32,50,63,72,14,1
931,24,0.31,5,3,72,4,2,0.9,58,9,10,140,26,66,282,22,35,111,55,11,1
233,11,0.41,5.6,7,87,7,4,0.8,74,10,6,128,28,84,428,32,48,133,64,17,1
669,27,0.25,2.3,5,104,4,5,0.7,66,14,9,171,13,43,134,29,30,101,56,11,1
161,45,0.19,4.3,4,45,6,2,0.6,77,8,5,252,28,36,254,28,56,125,88,18,1
700,47,0.5,2.1,7,46,9,4,0.9,133,14,5,116,42,68,462,17,57,127,80,10,1
675,16,0.3,4,5,33,9,4,0.7,134,7,10,309,45,59,219,28,42,123,61,16,1
675,25,0.32,2.8,3,107,9,3,0.8,91,15,7,189,50,97,219,24,59,134,95,15,1
437,45,0.26,2.5,7,69,10,3,0.7,122,5,7,344,38,79,358,26,52,132,91,12,1
786,18,0.25,4.9,4,72,7,2,0.8,144,15,5,222,28,29,225,30,35,120,51,15,1
225,29,0.48,3,3,63,8,4,1,144,12,7,123,35,20,136,15,47,76,40,20,1
520,46,0.3,6,7,115,6,3,0.6,111,12,8,331,48,77,132,17,41,83,53,17,1
462,36,0.21,4.3,7,33,9,4,0.6,68,5,6,271,37,30,145,25,59,97,50,13,1
994,38,0.25,6,3,50,4,4,0.6,73,13,8,95,16,58,122,31,25,78,52,17,1
781,15,0.44,3.3,4,98,4,2,0.8,107,8,9,175,10,42,398,31,58,88,47,11,1
868,50,0.23,3,5,120,10,4,1,81,14,10,153,30,34,160,34,40,134,75,16,1
533,42,0.34,2.7,2,109,7,3,0.9,77,10,7,327,47,79,267,35,31,84,80,13,1
988,23,0.4,4.9,2,118,10,5,0.8,115,15,9,358,49,35,482,33,44,138,55,16,1
838,19,0.41,3.2,6,65,10,5,0.9,98,9,7,194,14,85,351,20,55,148,49,9,1
152,33,0.21,2.3,6,68,5,4,0.9,83,5,5,133,21,33,162,25,26,118,94,12,1
394,44,0.2,4.8,7,56,7,4,0.6,53,11,9,142,25,66,116,34,32,145,84,16,1
714,20,0.1,2.5,3,101,4,3,0.9,127,8,8,279,41,39,205,21,46,126,50,20,1
419,25,0.22,3.8,2,97,9,3,0.9,82,10,7,374,36,27,120,15,40,66,64,7,1
460,44,0.35,4.3,3,47,10,5,0.8,147,6,6,254,40,97,117,31,60,81,86,17,1
206,37,0.45,2.2,6,78,4,3,0.6,102,11,9,154,40,56,102,30,60,89,63,11,1
691,45,0.46,3.4,2,105,10,2,0.6,116,5,9,207,18,29,129,19,35,65,59,17,1
619,38,0.43,3.2,7,87,5,4,0.7,106,14,9,266,41,90,163,29,36,64,99,10,1
317,12,0.13,2.5,5,81,8,2,0.8,147,13,7,388,12,28,358,24,39,85,44,9,1
258,10,0.43,3,7,103,10,3,0.6,45,9,7,179,30,85,127,27,59,132,83,6,1
772,39,0.47,3.4,7,65,7,2,0.8,43,6,8,368,39,52,345,18,34,135,58,18,1
593,49,0.34,2.4,7,45,6,3,0.7,80,15,8,167,43,78,295,24,60,105,86,7,1
329,28,0.17,4.9,6,60,4,2,0.8,147,9,9,167,37,91,240,20,57,72,62,19,1
967,20,0.18,3.9,4,116,9,2,0.7,105,10,10,108,32,74,426,19,36,92,80,10,1
210,10,0.43,4.6,6,79,10,2,1,69,9,5,377,31,38,172,23,55,63,85,6,1
458,13,0.23,5.3,7,79,8,2,0.6,58,13,9,108,19,33,268,30,27,123,64,19,1
965,40,0.19,3.3,5,92,9,3,0.8,94,8,7,195,10,85,118,30,31,125,76,9,1
669,27,0.42,2.9,3,64,4,2,0.9,122,5,5,162,30,23,482,24,27,128,45,6,1
476,48,0.13,4.6,7,99,4,2,1,114,8,7,221,27,46,371,28,29,130,80,12,1
217,26,0.25,3.6,2,96,7,2,0.8,100,13,9,111,45,65,425,17,34,110,68,16,1
880,34,0.26,2,6,84,10,4,0.7,121,11,8,94,23,45,112,21,45,128,59,20,1
385,32,0.14,4.2,4,94,5,2,0.9,70,5,6,311,39,26,265,18,46,73,49,6,1
687,50,0.22,5.5,3,107,4,5,0.5,91,11,5,164,29,72,434,16,37,92,90,14,1
331,23,0.14,5,7,104,9,4,1,46,10,9,135,35,89,464,16,53,73,95,17,1
926,47,0.43,3.6,7,80,7,4,0.8,95,10,7,148,48,42,436,33,31,62,50,12,1
